chapter_id,chapter_title,chapter_theme,chapter_name,chapter_story,clear_achv_ico,clear_achv_title,prefix,meaning,school,rule,assimilation_group,scene,root,word,cn,difficulty
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,dis-,不/取消 (not/undo),🔮破除派,,,挥动魔杖解除魔法封印！,honest,dishonest,不诚实的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,un-,不/相反 (not/reverse),🔮破除派,,,揭开幻象的面具还原真相！,happy,unhappy,不快乐的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,un-,不/相反 (not/reverse),🔮破除派,,,揭开幻象的面具还原真相！,lock,unlock,解锁,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,un-,不/相反 (not/reverse),🔮破除派,,,揭开幻象的面具还原真相！,lucky,unlucky,不走运的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,un-,不/相反 (not/reverse),🔮破除派,,,揭开幻象的面具还原真相！,cover,uncover,揭开,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,non-,非/不 (not),🔮破除派,,,撕碎伪装的假告示牌！,sense,nonsense,废话,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,non-,非/不 (not),🔮破除派,,,撕碎伪装的假告示牌！,stop,nonstop,不停的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,non-,非/不 (not),🔮破除派,,,撕碎伪装的假告示牌！,fiction,nonfiction,纪实文学,2
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mal-,坏的/错误 (bad),💧净化派,,,净化被污染的泉水！,ware,malware,恶意软件,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mal-,坏的/错误 (bad),💧净化派,,,净化被污染的泉水！,function,malfunction,故障,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mal-,坏的/错误 (bad),💧净化派,,,净化被污染的泉水！,nutrition,malnutrition,营养不良,2
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mis-,错误地 (wrongly),💧净化派,,,修正被破坏的古老机关！,understand,misunderstand,误解,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mis-,错误地 (wrongly),💧净化派,,,修正被破坏的古老机关！,spell,misspell,拼错,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mis-,错误地 (wrongly),💧净化派,,,修正被破坏的古老机关！,lead,mislead,误导,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,mis-,错误地 (wrongly),💧净化派,,,修正被破坏的古老机关！,take,mistake,错误,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,in-,不/无 (not),👁️识破派,词根开头不是l/r也不是p/b/m时用in-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,visible,invisible,隐形的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,in-,不/无 (not),👁️识破派,词根开头不是l/r也不是p/b/m时用in-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,correct,incorrect,不正确的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,in-,不/无 (not),👁️识破派,词根开头不是l/r也不是p/b/m时用in-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,complete,incomplete,不完整的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,im-,不/无 (not),👁️识破派,词根以p/b/m开头时in-同化为im-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,possible,impossible,不可能的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,im-,不/无 (not),👁️识破派,词根以p/b/m开头时in-同化为im-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,polite,impolite,不礼貌的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,im-,不/无 (not),👁️识破派,词根以p/b/m开头时in-同化为im-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,patient,impatient,不耐烦的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,il-,不/无 (not),👁️识破派,词根以l开头时in-同化为il-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,legal,illegal,非法的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,il-,不/无 (not),👁️识破派,词根以l开头时in-同化为il-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,logical,illogical,不合逻辑的,2
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,ir-,不/无 (not),👁️识破派,词根以r开头时in-同化为ir-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,regular,irregular,不规则的,1
chap_neg,幻境与反击,negative,否定类,镜中世界布满幻象！掌握否定前缀的力量才能识破幻术/净化污染/反弹攻击,🪞,幻境克星,ir-,不/无 (not),👁️识破派,词根以r开头时in-同化为ir-,in-|im-|il-|ir-,变形怪来袭！选出读音匹配的前缀！,responsible,irresponsible,不负责任的,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,pro-,向前 (forward),,,,推动矿车向前冲！,gress,progress,进步；前进,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,pro-,向前 (forward),,,,推动矿车向前冲！,mote,promote,促进；提升,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,pro-,向前 (forward),,,,推动矿车向前冲！,ject,project,项目；投射,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,pro-,向前 (forward),,,,推动矿车向前冲！,tect,protect,保护,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,with-,向后/相反 (back),,,,抵御陷阱向后撤退！,draw,withdraw,撤退；取回,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,with-,向后/相反 (back),,,,抵御陷阱向后撤退！,hold,withhold,保留；扣留,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,with-,向后/相反 (back),,,,抵御陷阱向后撤退！,stand,withstand,承受住；抵抗,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,intro-,向内 (inward),,,,推开密室的门走进去！,duce,introduce,介绍；引入,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,intro-,向内 (inward),,,,推开密室的门走进去！,vert,introvert,内向的人,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,inter-,之间 (between),,,,在两座悬崖之间架起绳桥！,act,interact,互动；交流,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,inter-,之间 (between),,,,在两座悬崖之间架起绳桥！,national,international,国际的,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,inter-,之间 (between),,,,在两座悬崖之间架起绳桥！,rupt,interrupt,打断；插嘴,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,inter-,之间 (between),,,,在两座悬崖之间架起绳桥！,net,internet,互联网,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,trans-,穿过/越过 (across),,,,穿越闪光的传送门！,port,transport,运输,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,trans-,穿过/越过 (across),,,,穿越闪光的传送门！,late,translate,翻译,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,trans-,穿过/越过 (across),,,,穿越闪光的传送门！,fer,transfer,转移；转乘,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,trans-,穿过/越过 (across),,,,穿越闪光的传送门！,form,transform,使变形；改造,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sur-,在上 (over),,,,攀上高耸的城墙表面！,face,surface,表面,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sur-,在上 (over),,,,攀上高耸的城墙表面！,pass,surpass,超越；胜过,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sur-,在上 (over),,,,攀上高耸的城墙表面！,vive,survive,幸存；活下来,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,over-,在上/过度 (above/too much),,,,张开翅膀飞越障碍物！,come,overcome,克服,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,over-,在上/过度 (above/too much),,,,张开翅膀飞越障碍物！,look,overlook,俯视；忽略,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,over-,在上/过度 (above/too much),,,,张开翅膀飞越障碍物！,seas,overseas,海外的,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,out-,向外/超越 (outside),,,,冲出迷宫的出口！,come,outcome,结果；结局,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,out-,向外/超越 (outside),,,,冲出迷宫的出口！,standing,outstanding,杰出的,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,out-,向外/超越 (outside),,,,冲出迷宫的出口！,side,outside,外面；外部,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,out-,向外/超越 (outside),,,,冲出迷宫的出口！,put,output,输出；产量,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sub-,在下 (under),,,,深吸一口气潜入地下河！,way,subway,地铁,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sub-,在下 (under),,,,深吸一口气潜入地下河！,marine,submarine,潜水艇,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sub-,在下 (under),,,,深吸一口气潜入地下河！,title,subtitle,字幕,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,sub-,在下 (under),,,,深吸一口气潜入地下河！,tract,subtract,减去,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,under-,在下方/不足 (below),,,,挖一条地下通道！,stand,understand,理解,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,under-,在下方/不足 (below),,,,挖一条地下通道！,ground,underground,地下的,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,under-,在下方/不足 (below),,,,挖一条地下通道！,estimate,underestimate,低估,2
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,ex-,向外/出去 (out),,,,寻找发光的出口！,it,exit,出口,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,ex-,向外/出去 (out),,,,寻找发光的出口！,port,export,出口；输出,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,ex-,向外/出去 (out),,,,寻找发光的出口！,press,express,表达,1
chap_spatial,地下城与天空塔,spatial,空间位置类,在地下城与天空塔之间穿梭！掌握11个空间位置前缀的魔力,🗺️,空间大师,ex-,向外/出去 (out),,,,寻找发光的出口！,plore,explore,探索,2
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,uni-,一 (one),,,,独眼守卫只放行「一」的单词！,form,uniform,制服；统一的,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,uni-,一 (one),,,,独眼守卫只放行「一」的单词！,it,unit,单元；单位,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,uni-,一 (one),,,,独眼守卫只放行「一」的单词！,corn,unicorn,独角兽,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,bi-,二 (two),,,,双头怪正在路口徘徊！,cycle,bicycle,自行车,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,bi-,二 (two),,,,双头怪正在路口徘徊！,lingual,bilingual,双语的,2
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,tri-,三 (three),,,,三叉路口的石门密题！,angle,triangle,三角形,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,tri-,三 (three),,,,三叉路口的石门密题！,ple,triple,三倍的,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,multi-,多 (many),,,,千面魔王的分身考验！,ple,multiple,多个的；多样的,1
chap_number,数字王国,number,数字类,在数字王国你会遇到只认数字的奇怪生物！,🔢,数字先锋,multi-,多 (many),,,,千面魔王的分身考验！,ply,multiply,乘；成倍增加,1
